product_id,title,vendor,price,image_path
2128,VENUS MEASURING TAPE RAPID MEASURING TAPE,VENUS,95.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_rapid_measuring_tape_1_rs_95.0.jpg
2158,VENUS MEASURING TAPE ULTRA FIBRE,VENUS,170.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_ultra_fibre_1_rs_170.0.jpg
2168,VENUS MEASURING TAPE CUTE JODI,VENUS,153.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_cute_jodi_1_rs_153.0.jpg
2173,VENUS MEASURING TAPE ECO JODI,VENUS,139.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_eco_jodi_1_rs_139.0.jpg
2178,VENUS MEASURING TAPE V-GRIP SERIES (RIGID ABS CASE WITH RUBBER),VENUS,64.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_grip_series_rigid_abs_case_with_rubber_1_rs_64.0.jpg
2198,VENUS MEASURING TAPE V MASTER JODI,VENUS,153.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_master_jodi_1_rs_153.0.jpg
2203,VENUS MEASURING TAPE ULTIMA PRO (NYLO COAT) MEASURING TAPE,VENUS,62.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_ultima_pro_nylo_coat_measuring_tape_1_rs_62.0.jpg
2218,VENUS MEASURING TAPE V MASTER MEASURING TAPE,VENUS,58.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_master_measuring_tape_1_rs_58.0.jpg
2228,VENUS MEASURING TAPE NEO LOCK MEASURING TAPE,VENUS,64.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_neo_lock_measuring_tape_1_rs_64.0.jpg
2238,51134 M Thrust Ball Bearing,industrialproducts4u,32450.0,D:\ai_warehouse\raw_images\shopify_store\industrialproducts4u\51134_m_thrust_ball_bearing_default_title_rs_32450.0.jpg
2239,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2240,VENUS MEASURING TAPE STYLO MEASURING TAPE,VENUS,59.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_stylo_measuring_tape_1_rs_59.0.jpg
2250,Powerwash OW-VC-020 1400W 20 L Corded Electric Wet & Dry Vacuum Cleaner,industrialproducts4u,4999.0,D:\ai_warehouse\raw_images\shopify_store\industrialproducts4u\powerwash_ow_vc_020_1400w_20_l_corded_electric_wet_dry_vacuum_cleaner_3_5_m_rs_4999.0.jpg
2251,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2252,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2253,DIAMOND CHAIN HALF LINK,DIAMOND,34.0,D:\ai_warehouse\raw_images\shopify_store\diamond\diamond_chain_half_link_0_62_inch_15_87_mm_rs_34.0.jpg
2254,NACHI SUPER PRECISION BEARING 7208CTYNDULP4,NACHI,2035.0,D:\ai_warehouse\raw_images\shopify_store\nachi\nachi_super_precision_bearing_7208ctyndulp4_40mmx80mmx36mm_rs_2035.0.jpg
2255,NACHI SUPER PRECISION BEARING 7206CTYNDULP4,NACHI,3190.0,D:\ai_warehouse\raw_images\shopify_store\nachi\nachi_super_precision_bearing_7206ctyndulp4_30mmx62mmx32mm_rs_3190.0.jpg
2256,NACHI SUPER PRECISION BEARING 7210CTYNDULP4,NACHI,3575.0,D:\ai_warehouse\raw_images\shopify_store\nachi\nachi_super_precision_bearing_7210ctyndulp4_50mmx90mmx40mm_rs_3575.0.jpg
2257,BCI THRUST BEARING T 10,BCI,231.0,D:\ai_warehouse\raw_images\shopify_store\bci\bci_thrust_bearing_t_10_31_75mmx63_5mmx25_4mm_rs_231.0.jpg
2258,BCI THRUST BEARING T 8,BCI,183.0,D:\ai_warehouse\raw_images\shopify_store\bci\bci_thrust_bearing_t_8_25_4mmx50_8mmx19_05mm_rs_183.0.jpg
2259,BCI THRUST BEARING 0 13,BCI,160.0,D:\ai_warehouse\raw_images\shopify_store\bci\bci_thrust_bearing_0_13_41_28mmx62_7mmx18_25mm_rs_160.0.jpg
2260,BCI THRUST BEARING 0 6,BCI,76.0,D:\ai_warehouse\raw_images\shopify_store\bci\bci_thrust_bearing_0_6_19_05mmx38_894mmx15_875mm_rs_76.0.jpg
2261,VENUS MEASURING TAPE V-LOCK SERIES,VENUS,59.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_lock_series_1_rs_59.0.jpg
2286,VENUS MEASURING TAPE V- BLUE MEASURING TAPE,VENUS,60.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_blue_measuring_tape_1_rs_60.0.jpg
2296,VENUS MEASURING TAPE SPEEDY,VENUS,101.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_speedy_1_rs_101.0.jpg
2306,VENUS MEASURING TAPE V-CLEAREX (TRANSPARENT ABS CASE),VENUS,68.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_clearex_transparent_abs_case_1_rs_68.0.jpg
2316,VENUS MEASURING TAPE EASY SCALE,VENUS,51.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_easy_scale_1_rs_51.0.jpg
2326,VENUS MEASURING TAPE V-SERIES ( RIGID ABS CASE),VENUS,56.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_v_series_rigid_abs_case_1_rs_56.0.jpg
2327,,,112.0,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_2_rs_112.0.jpg
2356,VENUS MEASURING TAPE CUTE MEASURING TAPE,VENUS,48.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_measuring_tape_cute_measuring_tape_1_rs_48.0.jpg
2376,VENUS HAND TOOLS COMBINATION RATCHET SPANNERS,VENUS,246.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_combination_ratchet_spanners_1_rs_246.0.jpg
2416,VENUS HAND TOOLS MARBLE CUTTING BLADE,VENUS,123.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_marble_cutting_blade_1_rs_123.0.jpg
2426,VENUS AIR IMPACT WRENCH,VENUS,6283.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_air_impact_wrench_1_rs_6283.0.jpg
2441,VENUS HAND TOOLS TURBO DIAMOND CUTTING BLADE,VENUS,123.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_turbo_diamond_cutting_blade_1_rs_123.0.jpg
2451,VENUS HAND TOOLS TCT SAW BLADES,VENUS,121.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_tct_saw_blades_1_rs_121.0.jpg
2471,VENUS ABRASIVES CONTINUOUS RIM BLADE,VENUS,123.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_abrasives_continuous_rim_blade_1_rs_123.0.jpg
2481,VENUS HAND TOOLS MAGNETIC SOCKET ADAPTOR,VENUS,33.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_magnetic_socket_adaptor_1_rs_33.0.jpg
2506,VENUS HAND TOOLS IMPACT DRIVER BIT SET,VENUS,164.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_impact_driver_bit_set_1_rs_164.0.jpg
2516,VENUS HAND TOOLS MAGNETIC HEX POWER BITS,VENUS,23.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_magnetic_hex_power_bits_1_rs_23.0.jpg
2551,VENUS ABRASIVES GRINDING DC WHEEL,VENUS,37.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_abrasives_grinding_dc_wheel_1_rs_37.0.jpg
2552,,,74.0,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_2_rs_74.0.jpg
2571,VENUS HAND TOOLS POWER FLAP DISCS,VENUS,40.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_hand_tools_power_flap_discs_1_rs_40.0.jpg
2586,VENUS ABRASIVES CUT OFF WHEELS,VENUS,16.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_abrasives_cut_off_wheels_1_rs_16.0.jpg
2587,VENUS Professional Abrasive - Expert for Heavy Metal,VENUS,114.0,D:\ai_warehouse\raw_images\shopify_store\venus\venus_professional_abrasive_expert_for_heavy_metal_1_rs_114.0.jpg
2592,MUSTAD Fishing Hooks Model Name/ Number 89,MUSTAD,0.0,D:\ai_warehouse\raw_images\shopify_store\mustad\mustad_fishing_hooks_model_name_number_89_3_rs_0.0.jpg
2606,MUSTAD Fishing Hooks Model Name/ Number 1607,MUSTAD,0.0,D:\ai_warehouse\raw_images\shopify_store\mustad\mustad_fishing_hooks_model_name_number_1607_2_0_rs_0.0.jpg
2618,MUSTAD Fishing Hooks Model Name/ Number 1575,MUSTAD,0.0,D:\ai_warehouse\raw_images\shopify_store\mustad\mustad_fishing_hooks_model_name_number_1575_2_0_rs_0.0.jpg
2635,MUSTAD Fishing Hooks Model Name/ Number 4717,MUSTAD,0.0,D:\ai_warehouse\raw_images\shopify_store\mustad\mustad_fishing_hooks_model_name_number_4717_5_0_rs_0.0.jpg
2655,MUSTAD Fishing Hooks Model Name/ Number 2315,MUSTAD,0.0,D:\ai_warehouse\raw_images\shopify_store\mustad\mustad_fishing_hooks_model_name_number_2315_3_rs_0.0.jpg
2678,VIAADI Fishing Hooks Model Name/ Number 1964,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1964_10_0_rs_0.0.jpg
2698,VIAADI Fishing Hooks Model Name/ Number 1935,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1935_2_0_rs_0.0.jpg
2703,VIAADI Fishing Hooks Model Name/ Number 1907,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1907_2_0_rs_0.0.jpg
2708,VIAADI Fishing Hooks Model Name/ Number 1944B,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1944b_6_0_rs_0.0.jpg
2724,VIAADI Fishing Hooks Model Name/ Number 1944W,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1944w_5_0_rs_0.0.jpg
2739,VIAADI Fishing Hooks Model Name/ Number 1963,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1963_6_0_rs_0.0.jpg
2762,VIAADI Fishing Hooks Model Name/ Number 1962R,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1962r_3_0_rs_0.0.jpg
2785,VIAADI Fishing Hooks Model Name/ Number 1975,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1975_6_0_rs_0.0.jpg
2801,VIAADI Fishing Hooks Model Name/ Number 1917,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1917_5_0_rs_0.0.jpg
2816,VIAADI Fishing Hooks Model Name/ Number 1962,VIAADI,0.0,D:\ai_warehouse\raw_images\shopify_store\viaadi\viaadi_fishing_hooks_model_name_number_1962_2_0_rs_0.0.jpg
2817,BLISS Hand Tools Bliss File,BLISS,0.0,D:\ai_warehouse\raw_images\shopify_store\bliss\bliss_hand_tools_bliss_file_flat_10_rs_0.0.jpg
2833,BELTO Hand Tools Belto Tubular Spanner,BELTO,0.0,D:\ai_warehouse\raw_images\shopify_store\belto\belto_hand_tools_belto_tubular_spanner_10x11_rs_0.0.jpg
2848,BELTO Hand Tools Belto Try Square,BELTO,0.0,D:\ai_warehouse\raw_images\shopify_store\belto\belto_hand_tools_belto_try_square_6_rs_0.0.jpg
2854,BELTO Hand Tools Belto G Clamp,BELTO,0.0,D:\ai_warehouse\raw_images\shopify_store\belto\belto_hand_tools_belto_g_clamp_2_rs_0.0.jpg
2860,PRIMA Hand Tools Barrel Pump,PRIMA,0.0,D:\ai_warehouse\raw_images\shopify_store\prima\prima_hand_tools_barrel_pump_yes_rs_0.0.jpg
2861,BELTO Hand Tools Barrel Pump,BELTO,2800.0,D:\ai_warehouse\raw_images\shopify_store\belto\belto_hand_tools_barrel_pump_25mm_rs_2800.0.jpg
2862,TVS Hand Tools Allen Key TVS,TVS,0.0,D:\ai_warehouse\raw_images\shopify_store\tvs\tvs_hand_tools_allen_key_tvs_2mm_rs_0.0.jpg
2894,BELTO Hand Tools Allen Key Set,BELTO,250.0,D:\ai_warehouse\raw_images\shopify_store\belto\belto_hand_tools_allen_key_set_1_5_mm_to_10_mm_rs_250.0.jpg
2896,APEX Pipe & Fittings Canvas Hose Apex,APEX,40.0,D:\ai_warehouse\raw_images\shopify_store\apex\apex_pipe_fittings_canvas_hose_apex_1_1_2_rs_40.0.jpg
2897,KRISH Pipe & Fittings Krish Flat Hose Pipe,KRISH,0.0,D:\ai_warehouse\raw_images\shopify_store\krish\krish_pipe_fittings_krish_flat_hose_pipe_50mm_2_rs_0.0.jpg
2901,"DEWALT Drill, 8.0-Amp, 3/8-Inch Corded (DWD115K )",DEWALT,6710.0,D:\ai_warehouse\raw_images\shopify_store\dewalt\dewalt_drill_8_0_amp_3_8_inch_corded_dwd115k_corded_electric_rs_6710.0.jpg
2902,DEWALT 20V MAX Cordless Drill Driver,DEWALT,10026.0,D:\ai_warehouse\raw_images\shopify_store\dewalt\dewalt_20v_max_cordless_drill_driver_battery_powered_rs_10026.0.jpg
2903,"MAKITA 6408K 3/8"" Drill",MAKITA,21830.0,D:\ai_warehouse\raw_images\shopify_store\makita\makita_6408k_3_8_drill_4_9_amp_motor_corded_rs_21830.0.jpg
2904,"MAKITA XPH03Z 18V LXT® Lithium-Ion Cordless 1/2"" Hammer Driver-Drill",MAKITA,17525.0,D:\ai_warehouse\raw_images\shopify_store\makita\makita_xph03z_18v_lxt_lithium_ion_cordless_1_2_hammer_driver_drill_18v_lxt_lithium_ion_battery_rs_17525.0.jpg
2905,"MAKITA Power Drill / XFD10Z 18V LXT Lithium-Ion Cordless 1/2"" Driver-Drill",MAKITA,10910.0,D:\ai_warehouse\raw_images\shopify_store\makita\makita_power_drill_xfd10z_18v_lxt_lithium_ion_cordless_1_2_driver_drill_18v_lxt_lithium_ion_battery_rs_10910.0.jpg
2906,"MAKITA Hand Drill/ 6412 3/8""",MAKITA,6605.0,D:\ai_warehouse\raw_images\shopify_store\makita\makita_hand_drill_6412_3_8_3000rpm_rs_6605.0.jpg
2907,FEVICOL  Adhesives  Fevicol SR 505 FF,FEVICOL,4199.0,D:\ai_warehouse\raw_images\shopify_store\fevicol\fevicol_adhesives_fevicol_sr_505_ff_500_ml_rs_4199.0.jpg
2908,FEVICOL  Adhesives  Fevicol Heat-X,FEVICOL,790.0,D:\ai_warehouse\raw_images\shopify_store\fevicol\fevicol_adhesives_fevicol_heat_x_100ml_rs_790.0.jpg
2909,Araldite Adhesives Araldite Klear,Araldite,63.0,D:\ai_warehouse\raw_images\shopify_store\araldite\araldite_adhesives_araldite_klear_5gm_rs_63.0.jpg
2910,Araldite Adhesives Araldite XIN,Araldite,524.0,D:\ai_warehouse\raw_images\shopify_store\araldite\araldite_adhesives_araldite_xin_450gm_rs_524.0.jpg
2911,Flexkwik Adhesives Flexkwik,Flexkwik,662.0,D:\ai_warehouse\raw_images\shopify_store\flexkwik\flexkwik_adhesives_flexkwik_20ml_rs_662.0.jpg
2912,Fevibond Adhesives Fevibond,Fevibond,21.0,D:\ai_warehouse\raw_images\shopify_store\fevibond\fevibond_adhesives_fevibond_8ml_rs_21.0.jpg
2913,Fevikwik Adhesives Fevikwik,Fevikwik,6.0,D:\ai_warehouse\raw_images\shopify_store\fevikwik\fevikwik_adhesives_fevikwik_1_2gm_rs_6.0.jpg
2914,TAPARIA HAND TOOLS ADJUSTABLE WRENCH,TAPARIA,210.0,D:\ai_warehouse\raw_images\shopify_store\taparia\taparia_hand_tools_adjustable_wrench_6_rs_210.0.jpg
2919,ANABOND ADHESIVES ANABOND,ANABOND,158.0,D:\ai_warehouse\raw_images\shopify_store\anabond\anabond_adhesives_anabond_gasket_maker_85gms_rs_158.0.jpg
2920,NSK SUPER PRECISION BEARING 7208CTYNDULP4,NSK,5590.0,D:\ai_warehouse\raw_images\shopify_store\nsk\nsk_super_precision_bearing_7208ctyndulp4_40mmx80mmx36mm_rs_5590.0.jpg
2921,NSK SUPER PRECISION BEARING 7206CTYNDULP4,NSK,2990.0,D:\ai_warehouse\raw_images\shopify_store\nsk\nsk_super_precision_bearing_7206ctyndulp4_30mmx62mmx32mm_rs_2990.0.jpg
2922,NSK SUPER PRECISION BEARING 7210CTYNDULP4,NSK,5290.0,D:\ai_warehouse\raw_images\shopify_store\nsk\nsk_super_precision_bearing_7210ctyndulp4_50mmx90mmx40mm_rs_5290.0.jpg
2923,BULLEAD CHAIN HALF LINK,BULLEAD,82.0,D:\ai_warehouse\raw_images\shopify_store\bullead\bullead_chain_half_link_0_62_inch_15_87_mm_rs_82.0.jpg
2925,ANCHOR by Panasonic COAXIAL CABLE RG6CCS305,ANCHOR by Panasonic,3481.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_coaxial_cable_rg6ccs305_rg_6_rs_3481.0.jpg
2926,ANCHOR by Panasonic COAXIAL CABLE RG6CU305,ANCHOR by Panasonic,4942.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_coaxial_cable_rg6cu305_rg_6_rs_4942.0.jpg
2927,ANCHOR by Panasonic COAXIAL CABLE RG6CCS100,ANCHOR by Panasonic,1128.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_coaxial_cable_rg6ccs100_rg_6_rs_1128.0.jpg
2928,ANCHOR by Panasonic COAXIAL CABLE RG6CU100,ANCHOR by Panasonic,1584.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_coaxial_cable_rg6cu100_rg_6_rs_1584.0.jpg
2929,ANCHOR by Panasonic CCTV CABLE FLCT41CU90,ANCHOR by Panasonic,1563.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_cctv_cable_flct41cu90_90_m_rs_1563.0.jpg
2930,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2931,ANCHOR by Panasonic CCTV CABLE FLCT31CU90,ANCHOR by Panasonic,1377.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_cctv_cable_flct31cu90_90_m_rs_1377.0.jpg
2932,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2933,ANCHOR by Panasonic CCTV CABLE CT41CU90,ANCHOR by Panasonic,2622.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_cctv_cable_ct41cu90_90_m_rs_2622.0.jpg
2934,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2935,ANCHOR by Panasonic CCTV CABLE CT31CU90,ANCHOR by Panasonic,2331.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_cctv_cable_ct31cu90_90_m_rs_2331.0.jpg
2936,,,,D:\ai_warehouse\raw_images\shopify_store\unknown_brand\nan_nan_rs_nan.jpg
2937,ANCHOR by Panasonic Building Wire FR-LSH P- 27540,ANCHOR by Panasonic,14068.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_fr_lsh_p_27540_100_electrolytic_tough_pitch_grade_copper_with_99_97_purity_rs_14068.0.jpg
2938,ANCHOR by Panasonic Building Wire FR-LSH P- 27539,ANCHOR by Panasonic,8965.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_fr_lsh_p_27539_100_electrolytic_tough_pitch_grade_copper_with_99_97_purity_rs_8965.0.jpg
2939,ANCHOR by Panasonic Building Wire FR-LSH P- 27528,ANCHOR by Panasonic,6161.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_fr_lsh_p_27528_100_electrolytic_tough_pitch_grade_copper_with_99_97_purity_rs_6161.0.jpg
2940,ANCHOR by Panasonic Building Wire FR-LSH P- 27517,ANCHOR by Panasonic,3887.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_fr_lsh_p_27517_100_electrolytic_tough_pitch_grade_copper_with_99_97_purity_rs_3887.0.jpg
2941,ANCHOR by Panasonic Building Wire FR-LSH P-27506,ANCHOR by Panasonic,2659.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_fr_lsh_p_27506_100_electrolytic_tough_pitch_grade_copper_with_99_97_purity_rs_2659.0.jpg
2942,ANCHOR by Panasonic Building Wire - Advance- EFFR T- 96107,ANCHOR by Panasonic,12102.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96107_black_rs_12102.0.jpg
2945,ANCHOR by Panasonic Building Wire - Advance- EFFR T- 96106,ANCHOR by Panasonic,8026.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96106_black_rs_8026.0.jpg
2948,ANCHOR by Panasonic Building Wire - Advance- EFFR T-96105,ANCHOR by Panasonic,5405.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96105_black_rs_5405.0.jpg
2951,ANCHOR by Panasonic Building Wire - Advance- EFFR T- 96104,ANCHOR by Panasonic,3352.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96104_black_rs_3352.0.jpg
2954,ANCHOR by Panasonic Building Wire - Advance- EFFR T- 96103,ANCHOR by Panasonic,2274.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96103_black_rs_2274.0.jpg
2957,ANCHOR by Panasonic Building Wire - Advance- EFFR T- 96102,ANCHOR by Panasonic,1751.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_effr_t_96102_black_rs_1751.0.jpg
2960,ANCHOR by Panasonic Building Wire COPA PRO T-96142,ANCHOR by Panasonic,12102.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96142_black_rs_12102.0.jpg
2963,ANCHOR by Panasonic Building Wire COPA PRO T-96141,ANCHOR by Panasonic,8026.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96141_black_rs_8026.0.jpg
2966,ANCHOR by Panasonic Building Wire COPA PRO T-96140,ANCHOR by Panasonic,5405.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96140_black_rs_5405.0.jpg
2969,ANCHOR by Panasonic Building Wire COPA PRO T-96139,ANCHOR by Panasonic,3352.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96139_black_rs_3352.0.jpg
2972,ANCHOR by Panasonic Building Wire COPA PRO T- 96138,ANCHOR by Panasonic,2274.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96138_black_rs_2274.0.jpg
2975,ANCHOR by Panasonic Building Wire COPA PRO T-96137,ANCHOR by Panasonic,1751.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_copa_pro_t_96137_black_rs_1751.0.jpg
2978,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27437 ),ANCHOR by Panasonic,12443.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27437_black_rs_12443.0.jpg
2981,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27426 ),ANCHOR by Panasonic,8228.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27426_black_rs_8228.0.jpg
2984,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27415 ),ANCHOR by Panasonic,5645.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27415_black_rs_5645.0.jpg
2987,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27404 ),ANCHOR by Panasonic,3522.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27404_black_rs_3522.0.jpg
2990,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27390 ),ANCHOR by Panasonic,2394.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27390_red_rs_2394.0.jpg
2993,ANCHOR by Panasonic Building Wire - Advance FR  ( T- 27380 ),ANCHOR by Panasonic,1802.0,D:\ai_warehouse\raw_images\shopify_store\anchor_by_panasonic\anchor_by_panasonic_building_wire_advance_fr_t_27380_black_rs_1802.0.jpg
2996,ABN RS 50 ROLLER CHAIN,ABN,1695.0,D:\ai_warehouse\raw_images\shopify_store\abn\abn_rs_50_roller_chain_rs_50_rs_1695.0.jpg
2997,SURYA FTL 36W MAX LIFE GOLD,SURYA,47.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_36w_max_life_gold_white_rs_47.0.jpg
2999,SURYA FTL 40W T12,SURYA,43.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_40w_t12_white_rs_43.0.jpg
3001,SURYA FTL 20W T12,SURYA,35.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_20w_t12_white_rs_35.0.jpg
3003,SURYA FTL 36W T8,SURYA,40.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_36w_t8_white_rs_40.0.jpg
3005,SURYA FTL 18W T8,SURYA,38.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_18w_t8_white_rs_38.0.jpg
3007,SURYA FTL 28W T5,SURYA,95.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_28w_t5_white_rs_95.0.jpg
3009,SURYA FTL 14W T5,SURYA,87.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_14w_t5_white_rs_87.0.jpg
3011,SURYA UNIVERSAL STARTER BLISTER PACK,SURYA,15.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_universal_starter_blister_pack_energy_efficient_rs_15.0.jpg
3012,SURYA UNIVERSAL STARTER NORMAL PACK,SURYA,15.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_universal_starter_normal_pack_energy_efficient_rs_15.0.jpg
3013,SURYA PULSAR PLUS ELECTRONIC BALLAST,SURYA,231.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_pulsar_plus_electronic_ballast_box_type_blister_type_rs_231.0.jpg
3014,SURYA FTL FITTING & BALLAT 1X36W,SURYA,315.0,D:\ai_warehouse\raw_images\shopify_store\surya\surya_ftl_fitting_ballat_1x36w_1x36w_rs_315.0.jpg
